window,train_period,test_period,train_sharpe,train_return,test_return,test_sharpe,test_max_dd,test_win_rate,test_trades,is_profitable,buy,and,or
Window1,2012-2015,2016,1.0108201441837563,124.85717342099996,0.0,0.0,0.0,0.0,0,False,-15.0,30.0,70.0
Window2,2013-2016,2017,1.9852513325344794,618.0632440255,53.94191451999999,2.1236600536873556,-11.276741098983113,1.0,2,True,0.0,10.0,50.0
Window3,2014-2017,2018,2.1299635419115037,822.055946929,-34.03483714,-1.1881520764149103,-46.65588196330518,0.0,1,False,0.0,10.0,50.0
Window4,2015-2018,2019,1.488808353597051,417.69428268006,44.49327451999998,1.754688595183323,-19.031570205868462,1.0,2,True,5.0,10.0,50.0
Window5,2016-2019,2020,1.4332792617616414,386.941243686,18.666805199999988,1.052128805965426,-7.269916684961819,1.0,1,True,5.0,10.0,50.0
