date,total_value,returns
2016-01-04 00:00:00+00:00,100000.0,
2016-01-05 00:00:00+00:00,100000.0,0.0
2016-01-06 00:00:00+00:00,100000.0,0.0
2016-01-07 00:00:00+00:00,100000.0,0.0
2016-01-08 00:00:00+00:00,100010.14072,0.00010140719999984782
2016-01-11 00:00:00+00:00,100058.50072,0.00048355096445074075
2016-01-12 00:00:00+00:00,100103.14072,0.0004461390054695258
2016-01-13 00:00:00+00:00,100023.78072,-0.0007927823186085758
2016-01-14 00:00:00+00:00,100089.50072,0.0006570437502655402
2016-01-15 00:00:00+00:00,100015.10072,-0.0007433347100823662
2016-01-19 00:00:00+00:00,100050.28293,0.00035176898035116366
2016-01-20 00:00:00+00:00,99911.02053000001,-0.0013919240997791738
2016-01-21 00:00:00+00:00,100025.42052999999,0.0011450188316877163
2016-01-22 00:00:00+00:00,100450.02553000001,0.004244970905897594
2016-01-25 00:00:00+00:00,100199.61053,-0.0024929311732749815
2016-01-26 00:00:00+00:00,100216.21053000001,0.00016566930661898738
2016-01-27 00:00:00+00:00,99755.04053,-0.004601750530788262
2016-01-28 00:00:00+00:00,99731.76552999999,-0.0002333215432157587
2016-01-29 00:00:00+00:00,100242.42553000001,0.005120334502114243
2016-02-01 00:00:00+00:00,100383.29053,0.0014052433314060142
2016-02-02 00:00:00+00:00,99545.63053000001,-0.008344615877576289
2016-02-03 00:00:00+00:00,99373.58053000002,-0.0017283531088603254
2016-02-04 00:00:00+00:00,99436.52553000001,0.0006334178527560574
2016-02-05 00:00:00+00:00,98460.65553,-0.009813999380998029
2016-02-08 00:00:00+00:00,97709.21053,-0.0076319317188686675
2016-02-09 00:00:00+00:00,97793.10553000002,0.0008586191572417246
2016-02-10 00:00:00+00:00,97621.71552999999,-0.0017525775367410734
2016-02-11 00:00:00+00:00,97763.17053,0.0014490116182863666
2016-02-12 00:00:00+00:00,97898.12961000002,0.001380469549712604
2016-02-16 00:00:00+00:00,98659.91961000001,0.007781456122142094
2016-02-17 00:00:00+00:00,99555.85461000001,0.009081043280205314
2016-02-18 00:00:00+00:00,99888.62461,0.003342545762914595
