window,train_period,test_period,train_sharpe,train_return,test_return,test_sharpe,test_max_dd,test_win_rate,test_trades,is_profitable,buy,and,or
Window1,2012-2015,2016,1.2090161103408505,127.95007591999999,2.5981401599999954,0.3178688085551294,-10.862401078042852,1.0,1,True,5.0,10.0,50.0
Window2,2013-2016,2017,0.8905917967522027,81.05587564000001,22.453261060000003,2.1741148323702526,-4.931974025569372,1.0,3,True,5.0,10.0,35.0
Window3,2014-2017,2018,0.9712850269271653,76.29003408000001,-1.2385322000000014,-0.030105952143048315,-9.539740723596548,0.0,1,False,-15.0,25.0,45.0
Window4,2015-2018,2019,0.8692349594678491,75.24974151999999,22.158444800000012,1.766046592565043,-6.076642689910201,1.0,1,True,-5.0,10.0,60.0
Window5,2016-2019,2020,1.0732915161486372,88.49394476000005,19.98302930000001,1.0161929802035965,-10.536823862166477,1.0,1,True,-5.0,10.0,40.0
