symbol,best_by_sharpe_buy,best_by_sharpe_and,best_by_sharpe_or,sharpe,return,best_by_return_buy,best_by_return_and,best_by_return_or,return2,sharpe2
NVDA,0,20,50,1.3887034956665798,570.6254675199999,10,30,70,1016.52572824,1.3420526527080454
TSLA,-10,25,50,1.0607446094534423,464.0282118400001,-10,25,50,464.0282118400001,1.0607446094534423
GOOGL,10,30,70,0.9002884096616528,159.30932492,10,30,70,159.30932492,0.9002884096616528
AAPL,-10,15,40,1.0811635828246076,153.85053744,-10,15,40,153.85053744,1.0811635828246076
MSFT,0,25,40,0.713999435846158,87.00907672000001,0,25,40,87.00907672000001,0.713999435846158
AMZN,0,15,60,0.43903650586591836,48.88583903999999,0,15,60,48.88583903999999,0.43903650586591836
META,0,15,70,0.7118033275095934,133.02528525999998,0,15,70,133.02528525999998,0.7118033275095934
