symbol,buy,and,or,total_return,max_drawdown,sharpe_ratio,final_value
AAPL,-10,15,40,153.85053744,-23.15217884185424,1.0811635828246076,253850.53744000001
AAPL,-10,15,50,153.85053744,-23.15217884185424,1.0811635828246076,253850.53744000001
AAPL,-10,15,60,153.85053744,-23.15217884185424,1.0811635828246076,253850.53744000001
AAPL,-10,15,70,153.85053744,-23.15217884185424,1.0811635828246076,253850.53744000001
AAPL,-10,20,40,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,20,50,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,20,60,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,20,70,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,25,40,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,25,50,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,25,60,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,25,70,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,30,40,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,30,50,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,30,60,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-10,30,70,96.395481,-29.877459581978105,0.7281274781180592,196395.481
AAPL,-5,15,40,93.90701900000002,-23.019423628731992,0.7828488128276909,193907.01900000003
AAPL,-5,15,50,93.90701900000002,-23.019423628731992,0.7828488128276909,193907.01900000003
AAPL,-5,15,60,93.90701900000002,-23.019423628731992,0.7828488128276909,193907.01900000003
AAPL,-5,15,70,93.90701900000002,-23.019423628731992,0.7828488128276909,193907.01900000003
AAPL,-5,20,40,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,20,50,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,20,60,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,20,70,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,25,40,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,25,50,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,25,60,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,25,70,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,30,40,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,30,50,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,30,60,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,-5,30,70,86.909832,-29.69596142920209,0.6863352711316618,186909.832
AAPL,0,15,40,106.04552152000002,-27.46764207090161,0.8085239382911774,206045.52152
AAPL,0,15,50,106.04552152000002,-27.46764207090161,0.8085239382911774,206045.52152
AAPL,0,15,60,106.04552152000002,-27.46764207090161,0.8085239382911774,206045.52152
AAPL,0,15,70,106.04552152000002,-27.46764207090161,0.8085239382911774,206045.52152
AAPL,0,20,40,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,20,50,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,20,60,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,20,70,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,25,40,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,25,50,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,25,60,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,25,70,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,30,40,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,30,50,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,30,60,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,0,30,70,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,15,40,94.63347816000002,-27.411823924504635,0.7502085605674087,194633.47816000003
AAPL,5,15,50,94.63347816000002,-27.411823924504635,0.7502085605674087,194633.47816000003
AAPL,5,15,60,94.63347816000002,-27.411823924504635,0.7502085605674087,194633.47816000003
AAPL,5,15,70,94.63347816000002,-27.411823924504635,0.7502085605674087,194633.47816000003
AAPL,5,20,40,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,20,50,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,20,60,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,20,70,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,25,40,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,25,50,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,25,60,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,25,70,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,30,40,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,30,50,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,30,60,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,5,30,70,92.38941390000002,-29.792295926163003,0.7069362017631298,192389.4139
AAPL,10,15,40,89.19361756000002,-27.390773143640455,0.7232302089193449,189193.61756
