symbol,S3_uni_return,S5_uni_return,diff,S3_uni_sharpe,S5_uni_sharpe
NVDA,521.29867832,831.01891946,-309.72024114,1.292901171139663,1.3183937722499417
TSLA,90.90451024000004,217.45956480000004,-126.55505456,0.5336980110442402,0.7673668860906638
GOOGL,96.80971539999999,138.75831199999996,-41.94859659999997,0.7169806120843959,0.8470531181458425
AAPL,92.38941390000002,92.38941390000002,0.0,0.7069362017631298,0.7069362017631298
MSFT,87.00907672000001,81.8965589,5.112517820000008,0.713999435846158,0.6914255944111022
AMZN,38.93693688,38.93693688,0.0,0.38865390451370224,0.38865390451370224
META,107.95908612000001,60.096154020000014,47.862932099999995,0.630447743944168,0.46664456896497725
