window,train_period,test_period,train_sharpe,train_return,test_return,test_sharpe,test_max_dd,test_win_rate,test_trades,is_profitable,buy,and,or
Window1,2017-2020,2021,1.211609781862175,174.71445357999997,5.927488079999995,0.4939057881307579,-12.054857873414086,1.0,1,True,10.0,10.0,70.0
Window2,2018-2021,2022,1.1085265690553867,102.18587751999999,-31.93863815999997,-1.1379985223020943,-34.99014196720546,0.0,1,False,-15.0,10.0,40.0
Window3,2019-2022,2023,0.2119362686244252,7.632635100000014,50.18422965999998,2.1916186416875623,-11.523806122937954,1.0,2,True,10.0,15.0,70.0
Window4,2020-2023,2024,0.5284257342323364,55.613612280000005,20.16387281999999,1.1375634212213532,-15.976102521634171,1.0,1,True,10.0,30.0,70.0
Window5,2021-2024,2025,0.5288517268036299,45.349555679999995,0.0,0.0,0.0,0.0,0,False,-15.0,30.0,40.0
