window,train_period,test_period,train_sharpe,train_return,test_return,test_sharpe,test_max_dd,test_win_rate,test_trades,is_profitable,buy,and,or
Window1,2017-2020,2021,1.833373673457314,1440.47788568,56.07746100000001,1.624333822902814,-23.822031367814,1.0,1,True,20.0,30.0,80.0
Window2,2018-2021,2022,1.9853478697048106,2080.5855624399996,-43.180486080000016,-1.1401564235689423,-60.66431745672523,0.0,1,False,20.0,20.0,80.0
Window3,2019-2022,2023,1.6386169528952177,1105.11533292,32.65531411999999,1.143133988081729,-25.9118379746709,1.0,2,True,20.0,20.0,80.0
Window4,2020-2023,2024,1.4774193146493162,769.3222624999999,104.02203224,1.8912179360524257,-23.38471587319608,1.0,2,True,20.0,20.0,70.0
Window5,2021-2024,2025,0.947555896648609,231.00919471999995,70.46207090000001,1.569970307796532,-19.03714537961305,1.0,1,True,-10.0,25.0,60.0
