symbol,buy,and,or,total_return,max_drawdown,sharpe_ratio,final_value
MSFT,-10,15,35,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,15,40,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,15,45,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,15,50,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,20,35,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,20,40,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,20,45,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,20,50,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,25,35,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,25,40,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,25,45,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,25,50,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,30,35,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,30,40,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,30,45,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-10,30,50,53.42967527999997,-26.027766102162538,0.5565173332455853,153429.67527999997
MSFT,-5,15,35,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,15,40,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,15,45,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,15,50,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,20,35,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,20,40,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,20,45,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,20,50,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,25,35,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,25,40,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,25,45,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,25,50,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,30,35,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,30,40,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,30,45,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,-5,30,50,38.017732720000005,-30.14802455110447,0.4445163829540254,138017.73272
MSFT,0,15,35,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,15,40,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,15,45,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,15,50,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,20,35,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,20,40,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,20,45,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,20,50,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,25,35,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,25,40,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,25,45,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,25,50,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,30,35,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,30,40,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,30,45,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,0,30,50,56.64780436000001,-31.126878227747333,0.5640002185375815,156647.80436
MSFT,5,15,35,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,15,40,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,15,45,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,15,50,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,20,35,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,20,40,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,20,45,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,20,50,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,25,35,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,25,40,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,25,45,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,25,50,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,30,35,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,30,40,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
MSFT,5,30,45,81.8965589,-31.94094329788114,0.6914255944111022,181896.5589
