symbol,buy,and,or,total_return,max_drawdown,sharpe_ratio,final_value
GOOGL,-10,15,35,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,15,40,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,15,45,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,15,50,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,20,35,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,20,40,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,20,45,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,20,50,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,25,35,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,25,40,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,25,45,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,25,50,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,30,35,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,30,40,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,30,45,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-10,30,50,94.09271776,-35.14276734278146,0.7068549529151267,194092.71776
GOOGL,-5,15,35,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,15,40,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,15,45,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,15,50,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,20,35,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,20,40,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,20,45,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,20,50,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,25,35,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,25,40,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,25,45,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,25,50,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,30,35,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,30,40,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,30,45,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,-5,30,50,94.36787748000003,-35.16783717957448,0.707694897501051,194367.87748000002
GOOGL,0,15,35,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,15,40,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,15,45,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,15,50,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,20,35,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,20,40,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,20,45,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,20,50,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,25,35,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,25,40,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,25,45,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,25,50,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,30,35,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,30,40,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,30,45,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,0,30,50,95.64689240000001,-35.20672257183638,0.7128301397256539,195646.8924
GOOGL,5,15,35,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,15,40,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,15,45,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,15,50,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,20,35,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,20,40,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,20,45,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,20,50,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,25,35,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,25,40,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,25,45,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,25,50,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
GOOGL,5,30,35,138.75831199999996,-37.194208511211365,0.8470531181458425,238758.31199999998
