symbol,S3_opt_return,S5_opt_return,diff,S3_opt_sharpe,S5_opt_sharpe
NVDA,1016.52572824,1038.07219294,-21.546464699999888,1.3420526527080454,1.309232640032815
TSLA,464.0282118400001,421.42522816,42.60298368000008,1.0607446094534423,1.0168114255260596
GOOGL,159.30932492,159.30932492,0.0,0.9002884096616528,0.9002884096616528
AAPL,153.85053744,93.20946492000003,60.64107251999998,1.0811635828246076,0.7151016158238679
MSFT,87.00907672000001,81.8965589,5.112517820000008,0.713999435846158,0.6914255944111022
AMZN,48.88583903999999,48.88583903999999,0.0,0.43903650586591836,0.43903650586591836
META,133.02528525999998,105.90214380000005,27.12314145999993,0.7118033275095934,0.6505126016898823
