symbol,buy,and,or,total_return,max_drawdown,sharpe_ratio,final_value
TSLA,-10,15,35,271.06410399999993,-60.987297046160464,0.8697095492727394,371064.10399999993
TSLA,-10,15,40,236.11118520000005,-60.97272060139814,0.8082426154237989,336111.18520000007
TSLA,-10,15,45,254.5753136600001,-60.97272060139814,0.833894251392724,354575.3136600001
TSLA,-10,15,50,266.16390368000003,-60.97272060139814,0.849474105324143,366163.90368000005
TSLA,-10,20,35,421.42522816,-60.987297046160464,1.0168114255260596,521425.22816
TSLA,-10,20,40,372.1698319000001,-60.97272060139814,0.9548516279475925,472169.8319000001
TSLA,-10,20,45,398.2132985199999,-60.97272060139814,0.9793690197892629,498213.2985199999
TSLA,-10,20,50,414.38759874000004,-60.97272060139814,0.9942336540500969,514387.59874000004
TSLA,-10,25,35,330.77175596000006,-60.987297046160464,0.9279426573364956,430771.75596000004
TSLA,-10,25,40,213.94897090000003,-65.8717489947101,0.7417084418007898,313948.9709
TSLA,-10,25,45,231.17021746,-65.8717489947101,0.7649607733471115,331170.21746
TSLA,-10,25,50,242.22859510000006,-65.8717489947101,0.7792274443881866,342228.59510000004
TSLA,-10,30,35,330.77175596000006,-60.987297046160464,0.9279426573364956,430771.75596000004
TSLA,-10,30,40,213.94897090000003,-65.8717489947101,0.7417084418007898,313948.9709
TSLA,-10,30,45,231.17021746,-65.8717489947101,0.7649607733471115,331170.21746
TSLA,-10,30,50,242.22859510000006,-65.8717489947101,0.7792274443881866,342228.59510000004
TSLA,-5,15,35,225.43374810000003,-60.41984340210171,0.8016649890093545,325433.7481
TSLA,-5,15,40,194.57771641999994,-60.39195796065334,0.7422854291362522,294577.71641999995
TSLA,-5,15,45,210.65318963999994,-60.39195796065334,0.7678094678518836,310653.18963999994
TSLA,-5,15,50,220.75737755999998,-60.39195796065334,0.7832818796432006,320757.37756
TSLA,-5,20,35,355.69447348000006,-60.41984340210171,0.9499663314570292,455694.47348000004
TSLA,-5,20,40,312.69669259999995,-60.39195796065334,0.8900386293768606,412696.69259999995
TSLA,-5,20,45,335.3261229999999,-60.39195796065334,0.9144557987038017,435326.1229999999
TSLA,-5,20,50,349.43949647999995,-60.39195796065334,0.929258646742024,449439.4964799999
TSLA,-5,25,35,292.28639516,-60.41984340210171,0.8815967284489287,392286.39515999996
TSLA,-5,25,40,199.94190763999998,-65.87260651154217,0.7218021452583216,299941.90764
TSLA,-5,25,45,216.53092672,-65.87260651154217,0.745224262705167,316530.92672
TSLA,-5,25,50,226.93921568000005,-65.87260651154217,0.7593724507222956,326939.21568
