symbol,buy,and,or,total_return,max_drawdown,sharpe_ratio,final_value
GOOGL,-10,15,40,73.74360096000001,-35.7158675176491,0.6172021594952205,173743.60096
GOOGL,-10,15,50,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,15,60,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,15,70,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,20,40,73.74360096000001,-35.7158675176491,0.6172021594952205,173743.60096
GOOGL,-10,20,50,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,20,60,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,20,70,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,25,40,73.74360096000001,-35.7158675176491,0.6172021594952205,173743.60096
GOOGL,-10,25,50,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,25,60,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,25,70,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,30,40,73.74360096000001,-35.7158675176491,0.6172021594952205,173743.60096
GOOGL,-10,30,50,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,30,60,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-10,30,70,111.2391396,-35.7158675176491,0.7763700811180306,211239.1396
GOOGL,-5,15,40,66.23901468000003,-35.375536746340174,0.5796962147841398,166239.01468000002
GOOGL,-5,15,50,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,15,60,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,15,70,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,20,40,66.23901468000003,-35.375536746340174,0.5796962147841398,166239.01468000002
GOOGL,-5,20,50,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,20,60,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,20,70,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,25,40,66.23901468000003,-35.375536746340174,0.5796962147841398,166239.01468000002
GOOGL,-5,25,50,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,25,60,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,25,70,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,30,40,66.23901468000003,-35.375536746340174,0.5796962147841398,166239.01468000002
GOOGL,-5,30,50,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,30,60,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,-5,30,70,101.89653672000001,-35.375536746340174,0.740409031046812,201896.53672
GOOGL,0,15,40,62.132468880000005,-35.284564438154035,0.556070866350255,162132.46888
GOOGL,0,15,50,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,15,60,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,15,70,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,20,40,62.132468880000005,-35.284564438154035,0.556070866350255,162132.46888
GOOGL,0,20,50,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,20,60,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,20,70,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,25,40,62.132468880000005,-35.284564438154035,0.556070866350255,162132.46888
GOOGL,0,25,50,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,25,60,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,25,70,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,30,40,62.132468880000005,-35.284564438154035,0.556070866350255,162132.46888
GOOGL,0,30,50,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,30,60,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,0,30,70,96.80971539999999,-35.284564438154035,0.7169806120843959,196809.7154
GOOGL,5,15,40,99.83465808000003,-37.34425506952521,0.7113234389841271,199834.65808000002
GOOGL,5,15,50,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,15,60,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,15,70,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,20,40,99.83465808000003,-37.34425506952521,0.7113234389841271,199834.65808000002
GOOGL,5,20,50,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,20,60,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,20,70,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,25,40,99.83465808000003,-37.34425506952521,0.7113234389841271,199834.65808000002
GOOGL,5,25,50,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,25,60,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,25,70,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,30,40,99.83465808000003,-37.34425506952521,0.7113234389841271,199834.65808000002
GOOGL,5,30,50,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,30,60,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,5,30,70,143.7019876,-37.34425506952521,0.8610931999922818,243701.9876
GOOGL,10,15,40,112.37863440000004,-37.73511512262965,0.7535676478033987,212378.63440000004
GOOGL,10,15,50,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,15,60,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,15,70,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,20,40,112.37863440000004,-37.73511512262965,0.7535676478033987,212378.63440000004
GOOGL,10,20,50,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,20,60,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,20,70,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,25,40,112.37863440000004,-37.73511512262965,0.7535676478033987,212378.63440000004
GOOGL,10,25,50,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,25,60,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,25,70,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,30,40,112.37863440000004,-37.73511512262965,0.7535676478033987,212378.63440000004
GOOGL,10,30,50,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,30,60,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
GOOGL,10,30,70,159.30932492,-37.73511512262965,0.9002884096616528,259309.32491999998
