symbol,entry_date,exit_date,entry_price,exit_price,shares,profit,profit_pct,exit_reason,holding_days
MSFT,2020-03-20 00:00:00+00:00,2020-12-31 00:00:00+00:00,137.6247,221.97516,130,10965.559799999999,61.29020444731215,EOD,286
GOOGL,2020-02-28 00:00:00+00:00,2020-09-08 00:00:00+00:00,67.09392,76.02764,186,1661.6719200000025,13.315245256202072,AND,193
NVDA,2020-03-16 00:00:00+00:00,2020-04-01 00:00:00+00:00,4.9198200000000005,6.06784,1626,1866.680519999999,23.334593542040142,AND,16
TSLA,2020-03-17 00:00:00+00:00,2020-07-09 00:00:00+00:00,28.73736,92.7641,208,13317.561920000004,222.79965870212166,OR,114
