entry_date,exit_date,entry_price,exit_price,entry_idx,exit_idx,profit,profit_pct,exit_reason,window,test_year,buy_threshold,and_threshold,or_threshold
2021-03-26 00:00:00+00:00,2021-12-31 00:00:00+00:00,206.65248,351.55548,19.3971,25.5599,56077.460999999996,70.11916818031895,EOD,Window1,2021,20,30,80
2022-03-15 00:00:00+00:00,2022-12-30 00:00:00+00:00,267.8346,122.93364000000001,-10.1974,-43.8907,-43180.48608,-54.10091153271459,EOD,Window2,2022,20,20,80
2023-03-15 00:00:00+00:00,2023-09-06 00:00:00+00:00,180.81089999999998,251.41616,-4.4639,20.9769,31207.52492000001,39.049227673774105,AND,Window3,2023,20,20,80
2023-09-26 00:00:00+00:00,2023-12-29 00:00:00+00:00,244.60824,247.98304,18.1456,9.2848,1447.7891999999993,1.379675517063529,EOD,Window3,2023,20,20,80
2024-03-13 00:00:00+00:00,2024-10-11 00:00:00+00:00,169.81896,217.36440000000002,-12.5721,21.2941,22393.902239999996,27.997721809154875,AND,Window4,2024,20,20,70
2024-10-14 00:00:00+00:00,2024-12-31 00:00:00+00:00,219.59832,403.03231999999997,18.9819,50.2815,81628.13,83.53160443121787,EOD,Window4,2024,20,20,70
2025-03-17 00:00:00+00:00,2025-12-31 00:00:00+00:00,238.48602,448.82056,-10.9554,16.6634,70462.07090000002,88.19575252251687,EOD,Window5,2025,-10,25,60
