window,train_period,test_period,train_sharpe,train_return,test_return,test_sharpe,test_max_dd,test_win_rate,test_trades,is_profitable,buy,and,or
Window1,2017-2020,2021,1.5023949490736765,654.2296150000001,42.02128843999998,1.331998185224779,-23.93144018116365,50.0,2,True,10.0,20.0,70.0
Window2,2018-2021,2022,1.599733185478435,850.3399850200001,-42.990690900000025,-1.0679886259783906,-61.266124613015926,0.0,5,False,5.0,30.0,70.0
Window3,2019-2022,2023,1.2758658846948001,469.00631441999974,40.88824184,1.393186684583556,-22.979959440078076,100.0,2,True,5.0,20.0,70.0
Window4,2020-2023,2024,1.3113982213897146,484.21031151999995,116.94375105999998,2.033552388886278,-23.844984009148483,50.0,2,True,5.0,25.0,50.0
Window5,2021-2024,2025,0.9333181825705537,217.55319539999996,77.30294599999999,1.9273273968490527,-18.587931242348127,100.0,1,True,-15.0,25.0,50.0
