symbol,smoothing,avg_return,avg_sharpe,avg_dd,profit_rate,old_avg_score,new_avg_score,score_diff,old_rank,new_rank,rank_change,old_grade,new_grade
MSFT,s3,23.983884104999994,1.630089841578547,-8.628172778620957,1.0,88.75,60.93569940205738,-27.81430059794262,1.0,1.0,0.0,A,C
AMZN,s3,22.69391447999999,1.2276191978686448,-8.126652724187576,1.0,83.0,57.68778772100647,-25.312212278993528,2.0,2.0,0.0,B,C
NVDA,s5,38.09863007000001,1.1438503181041602,-23.490651432807272,0.75,67.5,56.249753264415716,-11.250246735584284,6.0,3.0,3.0,C,C
GOOGL,s5,15.839050740000005,1.231562113248961,-7.771295325310649,0.75,75.5,55.574547965909616,-19.925452034090384,3.0,4.0,-1.0,B,C
TSLA,s5,56.64765443,1.0626778507543149,-22.994555319189118,0.75,60.25,55.30594511131505,-4.944054888684953,9.0,5.0,4.0,C,C
MSFT,s5,12.934242884999993,0.9547599627086217,-4.2002980034182755,0.75,70.0,53.95866148061402,-16.04133851938598,4.0,6.0,-2.0,B,C
AMZN,s5,20.96278437500001,1.0007829462704048,-12.256346683521645,0.75,66.25,53.75759488195271,-12.492405118047287,8.0,7.0,1.0,C,C
GOOGL,s3,17.5288343,0.9033671480317864,-7.778273986061661,0.5,57.5,53.67355544914707,-3.8264445508529334,10.0,8.0,2.0,C,C
NVDA,s3,20.76678927499999,0.9355813446052985,-21.058527488279644,0.75,69.0,50.035163990839166,-18.964836009160834,5.0,9.0,-4.0,C,C
META,s3,13.632637805000012,0.8686732342299004,-16.559225624274678,0.75,67.25,48.60223827534772,-18.647761724652277,7.0,10.0,-3.0,C,C
AAPL,s3,2.7081667099999978,0.2763293046096352,-3.1204307797834048,0.5,49.25,45.89368637599223,-3.3563136240077682,12.0,11.0,1.0,C,C
AAPL,s5,9.233262355000006,0.32488296349592505,-11.662951016314768,0.25,33.5,45.01586260469353,11.515862604693531,13.0,12.0,1.0,C,C
META,s5,7.336964420000002,0.39235034427990556,-14.997797201342447,0.5,49.5,43.55583017489565,-5.944169825104353,11.0,13.0,-2.0,C,C
TSLA,s3,1.8835242450000083,0.028258531922982777,-19.672626915203686,0.25,26.25,37.13739630500757,10.88739630500757,14.0,14.0,0.0,C,C
