symbol,S3_old_return,S3_opt_return,S5_return,improve_old,improve_s5,S3_opt_sharpe,S5_sharpe
NVDA,196.56285618,1016.52572824,831.01891946,819.96287206,185.50680878000003,1.3420526527080454,1.3183937722499417
TSLA,90.48186159999995,464.0282118400001,217.45956480000004,373.54635024000015,246.56864704000006,1.0607446094534423,0.7673668860906638
GOOGL,99.83465808000003,159.30932492,138.75831199999996,59.47466683999997,20.551012920000034,0.9002884096616528,0.8470531181458425
AAPL,92.38941390000002,153.85053744,92.38941390000002,61.46112353999999,61.46112353999999,1.0811635828246076,0.7069362017631298
MSFT,81.8965589,87.00907672000001,81.8965589,5.112517820000008,5.112517820000008,0.713999435846158,0.6914255944111022
AMZN,38.93693688,48.88583903999999,38.93693688,9.948902159999996,9.948902159999996,0.43903650586591836,0.38865390451370224
META,49.665906619999994,133.02528525999998,60.096154020000014,83.35937863999999,72.92913123999996,0.7118033275095934,0.46664456896497725
