date,total_value,returns
2020-01-02 00:00:00+00:00,100000.0,
2020-01-03 00:00:00+00:00,100000.0,0.0
2020-01-06 00:00:00+00:00,100000.0,0.0
2020-01-07 00:00:00+00:00,100000.0,0.0
2020-01-08 00:00:00+00:00,100000.0,0.0
2020-01-09 00:00:00+00:00,100000.0,0.0
2020-01-10 00:00:00+00:00,100000.0,0.0
2020-01-13 00:00:00+00:00,100000.0,0.0
2020-01-14 00:00:00+00:00,100000.0,0.0
2020-01-15 00:00:00+00:00,100000.0,0.0
2020-01-16 00:00:00+00:00,100000.0,0.0
2020-01-17 00:00:00+00:00,100000.0,0.0
2020-01-21 00:00:00+00:00,100000.0,0.0
2020-01-22 00:00:00+00:00,100000.0,0.0
2020-01-23 00:00:00+00:00,100000.0,0.0
2020-01-24 00:00:00+00:00,100000.0,0.0
2020-01-27 00:00:00+00:00,100000.0,0.0
2020-01-28 00:00:00+00:00,100000.0,0.0
2020-01-29 00:00:00+00:00,100000.0,0.0
2020-01-30 00:00:00+00:00,100000.0,0.0
2020-01-31 00:00:00+00:00,100000.0,0.0
2020-02-03 00:00:00+00:00,100000.0,0.0
2020-02-04 00:00:00+00:00,100000.0,0.0
2020-02-05 00:00:00+00:00,100000.0,0.0
2020-02-06 00:00:00+00:00,100000.0,0.0
2020-02-07 00:00:00+00:00,100000.0,0.0
2020-02-10 00:00:00+00:00,100000.0,0.0
2020-02-11 00:00:00+00:00,100000.0,0.0
2020-02-12 00:00:00+00:00,100000.0,0.0
2020-02-13 00:00:00+00:00,100000.0,0.0
2020-02-14 00:00:00+00:00,100000.0,0.0
2020-02-18 00:00:00+00:00,100000.0,0.0
2020-02-19 00:00:00+00:00,100000.0,0.0
2020-02-20 00:00:00+00:00,100000.0,0.0
2020-02-21 00:00:00+00:00,100000.0,0.0
2020-02-24 00:00:00+00:00,100000.0,0.0
2020-02-25 00:00:00+00:00,100000.0,0.0
2020-02-26 00:00:00+00:00,100000.0,0.0
2020-02-27 00:00:00+00:00,100000.0,0.0
2020-02-28 00:00:00+00:00,100000.0,0.0
2020-03-02 00:00:00+00:00,100414.05088,0.004140508799999942
2020-03-03 00:00:00+00:00,99962.07088,-0.00450116289542124
2020-03-04 00:00:00+00:00,100369.41088,0.004074945591003187
2020-03-05 00:00:00+00:00,99748.17087999999,-0.006189535183610317
2020-03-06 00:00:00+00:00,99571.47088000001,-0.001771461054785206
2020-03-09 00:00:00+00:00,98827.47088000001,-0.007472019780612071
2020-03-10 00:00:00+00:00,99379.89087999999,0.0055897413450025635
2020-03-11 00:00:00+00:00,98782.83088,-0.006007855258373551
2020-03-12 00:00:00+00:00,97858.41088,-0.009358103951515373
2020-03-13 00:00:00+00:00,98812.59088,0.009750618178033577
2020-03-16 00:00:00+00:00,97499.43088,-0.013289399542156799
2020-03-17 00:00:00+00:00,98747.48356,0.012800615026523188
2020-03-18 00:00:00+00:00,96944.15268,-0.018262043902154468
2020-03-19 00:00:00+00:00,98461.81267999999,0.015654992674076773
2020-03-20 00:00:00+00:00,97763.43268,-0.007092902121045852
2020-03-23 00:00:00+00:00,97805.70168,0.00043236002297875054
2020-03-24 00:00:00+00:00,102578.86168,0.04880247181924835
2020-03-25 00:00:00+00:00,102458.04168,-0.001177825509283914
2020-03-26 00:00:00+00:00,104541.38168,0.020333591837591092
2020-03-27 00:00:00+00:00,102846.82168,-0.01620946626845854
2020-03-30 00:00:00+00:00,104904.22167999999,0.020004507347844314
2020-03-31 00:00:00+00:00,104942.00168,0.00036013803253087673
2020-04-01 00:00:00+00:00,102239.96168000001,-0.025747936543456973
2020-04-02 00:00:00+00:00,102392.92952000002,0.001496164880018025
2020-04-03 00:00:00+00:00,102335.56951999999,-0.0005601949301472509
2020-04-06 00:00:00+00:00,105166.84952,0.02766662669959219
2020-04-07 00:00:00+00:00,105333.38952,0.0015835788631124448
2020-04-08 00:00:00+00:00,105821.34951999999,0.004632529174496414
2020-04-09 00:00:00+00:00,106153.80952000001,0.003141710075594828
2020-04-13 00:00:00+00:00,107318.84952000002,0.010975018280248383
2020-04-14 00:00:00+00:00,109710.62952,0.022286672012396647
2020-04-15 00:00:00+00:00,109678.12951999999,-0.0002962338302332501
2020-04-16 00:00:00+00:00,110561.08952000001,0.008050465520010652
2020-04-17 00:00:00+00:00,111085.40952,0.004742355581663693
2020-04-20 00:00:00+00:00,110355.66952000001,-0.006569179545299342
