symbol,total_return,final_value
NVDA,832.3586714549108,932358.6714549108
TSLA,268.01914295248014,368019.1429524801
AAPL,191.79255441592025,291792.5544159202
MSFT,127.93609871823017,227936.09871823018
GOOGL,88.71728235263019,188717.2823526302
AMZN,27.663626265300234,127663.62626530023
META,9.927984332790585,109927.98433279058
