symbol,2021,2022,2023,2024,2025,累计,平均回撤,平均夏普
NVDA,0.9382956517746003,-0.35045518435779965,2.1978462801318006,0.3124203089700005,0.3284858206004003,6.019668307212889,-0.24420371590416182,1.318294855321182
TSLA,0.4285685238204,-0.44348904918719995,1.3627811177696008,0.5546268213359999,0.4706483225891,3.294704340525466,-0.32245459539349464,0.94420886639668
GOOGL,0.5372190814950003,-0.31474573217999974,0.4485062536015001,0.29124139122010034,0.5159997596297,1.9868572141935816,-0.19859861994143774,1.1339226136880263
META,0.21767748171120024,-0.5149272487699997,1.460882107008,0.20885121245440008,0.19029521941270067,1.091498233338231,-0.2441747597037868,0.8786290044316324
MSFT,0.44626707535689986,-0.1929622781548,0.45031222521180025,0.02393015416350012,0.1201477635760003,0.9415540758527245,-0.14813190067238585,0.8941702654592103
AAPL,0.31727877911100016,-0.19846162686379976,0.4263426543948002,0.2751488508980001,0.1726671562076002,1.2519644467606903,-0.17835486100104656,1.05626486762977
AMZN,0.040120156994400025,-0.3899509925324999,0.6901854086222002,0.32470704702520015,0.06637835771040015,0.5150039142863727,-0.19952338657801433,0.6200402282990556
