symbol,config,avg_return,cumulative,avg_drawdown,avg_sharpe
NVDA,"buy<-10, sell>10&<MA",0.8706252587811246,11.14882512930257,-0.2220620138134374,1.5651091396387211
TSLA,"buy<-10, sell>10&<MA",0.6413782874626401,3.814201593943337,-0.2938563110090889,0.72980080226134
GOOGL,"buy<-5, sell>30",0.16051571411664023,1.0681127837131208,-0.14680657246009393,0.9120430685564177
META,"buy<-10, sell>5&<MA",0.20110991276786017,1.2570325279943986,-0.1738865299432796,1.0074556511099446
MSFT,"buy<-10, sell>30",0.19478233485116012,1.3466839139958249,-0.10138161938075119,0.9600751562613512
AAPL,"buy<-10, sell>30",0.3600749871155202,2.9258529479536657,-0.1748117625786498,1.3003835202268073
AMZN,"buy<-10, sell>5&<MA",0.25533149959102036,1.7510116278477974,-0.16161070719695755,1.0490651397925865
