symbol,window,test_year,train_buy,train_and,train_or,train_return,train_trades,test_buy,test_and,test_or,test_return,test_trades,position_carry
TSLA,W2020,2020,-20,15,45,206.11382459227005,4,-16.0,15,45,0.0,0,False
TSLA,W2021,2021,-20,10,65,160.48352052494002,2,-16.0,10,65,0.0,0,False
TSLA,W2022,2022,-10,10,65,308.01244787814016,8,-8.0,10,65,-34.55249387266868,3,False
TSLA,W2023,2023,-20,10,65,123.9937601461501,5,-16.0,10,65,68.92390663487997,2,True
TSLA,W2024,2024,-15,25,45,128.2145096806901,5,-12.0,25,45,56.68382923308104,1,True
TSLA,W2025,2025,-15,25,45,257.50322074529015,6,-12.0,25,45,71.9681881191303,1,False
