symbol,window,type,date,price,sentiment,reason,profit_pct
TSLA,W2022,BUY,2022-03-15,267.3,-10.1974,sentiment -10.2 < -8.0,
TSLA,W2022,SELL,2022-09-23,275.33,14.23,AND: sentiment 14.2 > 10 & price < MA50,2.5929215639505454
TSLA,W2022,BUY,2022-10-10,222.96,-10.5344,sentiment -10.5 < -8.0,
TSLA,W2023,SELL,2023-05-11,172.08,11.1376,AND: sentiment 11.1 > 10 & price < MA50,0.8728471413041682
TSLA,W2023,BUY,2023-10-31,200.84,-17.082,sentiment -17.1 < -16.0,
TSLA,W2024,SELL,2024-12-12,418.1,46.1267,OR: sentiment 46.1 > 45,111.00067885563504
TSLA,W2025,BUY,2025-03-20,236.26,-12.0277,sentiment -12.0 < -12.0,
