symbol,total_return,final_value,win_rate
NVDA,1451.4144829951208,1551414.4829951208,100.0
TSLA,427.76772364281015,527767.7236428101,75.0
AAPL,302.94084650786016,402940.8465078602,100.0
GOOGL,259.1565459572102,359156.5459572102,75.0
MSFT,182.96187782379002,282961.87782379,0.0
AMZN,142.24150247164013,242241.50247164015,66.66666666666666
META,109.98406588003023,209984.06588003022,75.0
