股票,2021,2022,2023,2024,2025,平均,5年累计,盈利年
TSLA,91.42963779279027,-41.319009394840165,133.3169826071583,76.94825934215991,56.28007947464981,63.33118996438363,624.7744644472963,4
AAPL,0.0,-15.084859889999914,43.175986770235376,38.01020426202004,18.25869379675984,16.87200498780307,98.42646339588421,3
GOOGL,0.8894057027400093,-27.162705232690065,45.38323464458023,8.755878113990034,64.37117579777993,18.447397805280026,90.98185160690741,4
AMZN,6.915528334060039,-35.75405661841992,61.6562940719932,15.961345247499859,13.737669104459815,12.5033560279186,46.452464428542015,4
META,21.02347627800021,-49.9723748975,58.28704212476752,21.333840780289968,5.029153336319858,11.14022752437551,22.128404519012406,4
MSFT,2.3219369834499792,-15.279833772069939,8.980990074840056,2.3775592444500893,18.17316629806993,3.3147637657480233,14.295713910948635,4
NVDA,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
