buy_threshold,and_sell_threshold,or_sell_threshold,y2021,y2022,y2023,y2024,y2025,avg_return,cumulative,positive_years
-5,15,25,0.0,-30.110323962029927,0.0,9.878591338440001,45.08405771467008,4.97046501821603,11.415548812366595,2
-5,5,25,0.0,-30.110323962029927,0.0,9.878591338440001,45.08405771467008,4.97046501821603,11.415548812366595,2
-5,10,25,0.0,-30.110323962029927,0.0,9.878591338440001,45.08405771467008,4.97046501821603,11.415548812366595,2
-5,15,35,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
-5,15,30,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
-5,15,40,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
-5,10,35,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
-5,10,30,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
-5,5,40,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
-5,5,35,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
-5,5,30,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
-5,10,40,0.0,-30.110323962029927,0.0,9.878591338440001,37.35517869031006,3.4246892133440268,5.4802495674490075,2
-5,15,20,0.0,-30.110323962029927,0.0,9.878591338440001,37.30016887519003,3.413687250320021,5.438005444709361,2
-5,10,20,0.0,-30.110323962029927,0.0,9.878591338440001,37.30016887519003,3.413687250320021,5.438005444709361,2
-5,5,20,0.0,-30.110323962029927,0.0,9.878591338440001,37.30016887519003,3.413687250320021,5.438005444709361,2
-25,5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,5,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,5,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,10,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,10,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,15,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,10,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,15,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,15,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,15,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,20,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,20,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,20,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,20,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-25,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
