buy_threshold,and_sell_threshold,or_sell_threshold,y2021,y2022,y2023,y2024,y2025,avg_return,cumulative,positive_years
0,10,40,26.952906913379927,-51.39662497760992,143.65131876661698,17.99691251607014,21.011055941175982,31.64311383192662,114.67107846827255,4
0,10,35,26.952906913379927,-51.39662497760992,143.65131876661698,17.99691251607014,21.011055941175982,31.64311383192662,114.67107846827255,4
0,0,35,38.29685861150986,-52.311658595319976,119.24131160691785,12.383876684400107,23.7367280888964,28.26942327928085,101.07105741989426,4
0,0,40,38.29685861150986,-52.311658595319976,119.24131160691785,12.383876684400107,23.7367280888964,28.26942327928085,101.07105741989426,4
0,20,40,26.952906913379927,-51.39662497760992,146.93552514272002,17.99691251607014,8.105977212964643,29.718939361504958,94.36273507780189,4
0,20,35,26.952906913379927,-51.39662497760992,146.93552514272002,17.99691251607014,8.105977212964643,29.718939361504958,94.36273507780189,4
0,15,40,26.952906913379927,-51.39662497760992,146.93552514272002,17.99691251607014,8.105977212964643,29.718939361504958,94.36273507780189,4
0,15,35,26.952906913379927,-51.39662497760992,146.93552514272002,17.99691251607014,8.105977212964643,29.718939361504958,94.36273507780189,4
-5,15,35,21.02347627800021,-49.9723748975,146.93552514272002,21.333840780289968,5.029153336319858,28.86992412796601,90.52628250500365,4
-5,15,40,21.02347627800021,-49.9723748975,146.93552514272002,21.333840780289968,5.029153336319858,28.86992412796601,90.52628250500365,4
-5,20,35,21.02347627800021,-49.9723748975,146.93552514272002,21.333840780289968,5.029153336319858,28.86992412796601,90.52628250500365,4
-5,20,40,21.02347627800021,-49.9723748975,146.93552514272002,21.333840780289968,5.029153336319858,28.86992412796601,90.52628250500365,4
0,5,40,26.952906913379927,-51.39662497760992,119.24131160691785,13.88319563805014,21.011055941175982,25.93836902438279,86.43015677035274,4
0,5,35,26.952906913379927,-51.39662497760992,119.24131160691785,13.88319563805014,21.011055941175982,25.93836902438279,86.43015677035274,4
-5,10,40,21.02347627800021,-49.9723748975,111.43046072433407,21.333840780289968,17.71366662954992,24.30581390293483,82.83355307557144,4
-5,10,35,21.02347627800021,-49.9723748975,111.43046072433407,21.333840780289968,17.71366662954992,24.30581390293483,82.83355307557144,4
-5,0,40,27.862350314370275,-49.75359749521001,108.30851678830555,15.704834956129998,17.730483648339934,23.970517642387147,82.30354681063815,4
-5,0,35,27.862350314370275,-49.75359749521001,108.30851678830555,15.704834956129998,17.730483648339934,23.970517642387147,82.30354681063815,4
-5,5,35,21.02347627800021,-49.9723748975,108.30851678830555,17.260449054859972,17.71366662954992,22.86674677064313,74.08645329404715,4
-5,5,40,21.02347627800021,-49.9723748975,108.30851678830555,17.260449054859972,17.71366662954992,22.86674677064313,74.08645329404715,4
0,10,30,26.952906913379927,-51.39662497760992,82.39595879372924,17.99691251607014,21.011055941175982,19.392041837349076,60.70151961709456,4
0,10,25,26.952906913379927,-51.39662497760992,74.49764220841999,17.99691251607014,21.011055941175982,17.812378520287222,53.74264023144153,4
0,10,20,26.952906913379927,-51.39662497760992,74.17222344953589,17.99691251607014,21.011055941175982,17.747294768510404,53.45592725046083,4
