buy_threshold,and_sell_threshold,or_sell_threshold,y2021,y2022,y2023,y2024,y2025,avg_return,cumulative,positive_years
-10,0,40,0.0,7.065215846500106,0.0,12.25799745417997,69.57558296141984,17.779759252419986,103.81165064589192,3
-10,0,35,0.0,7.065215846500106,0.0,12.25799745417997,69.57558296141984,17.779759252419986,103.81165064589192,3
-10,0,30,0.0,7.065215846500106,0.0,12.25799745417997,69.57558296141984,17.779759252419986,103.81165064589192,3
-15,0,40,0.0,-1.508946591900051,0.0,3.298043224440006,92.74177132559991,18.906173591627972,96.09418855330873,2
-15,0,30,0.0,-1.508946591900051,0.0,3.298043224440006,92.74177132559991,18.906173591627972,96.09418855330873,2
-15,0,35,0.0,-1.508946591900051,0.0,3.298043224440006,92.74177132559991,18.906173591627972,96.09418855330873,2
0,20,40,1.5009907103000764,-28.604415202659982,45.38323464458023,10.343875087439969,68.33318213099989,19.391373474132035,95.6923860768328,4
0,20,35,1.5009907103000764,-28.604415202659982,45.38323464458023,10.343875087439969,68.33318213099989,19.391373474132035,95.6923860768328,4
0,20,30,1.5009907103000764,-28.604415202659982,45.38323464458023,10.343875087439969,68.33318213099989,19.391373474132035,95.6923860768328,4
0,15,40,1.5009907103000764,-28.604415202659982,45.38323464458023,10.343875087439969,68.33318213099989,19.391373474132035,95.6923860768328,4
0,15,35,1.5009907103000764,-28.604415202659982,45.38323464458023,10.343875087439969,68.33318213099989,19.391373474132035,95.6923860768328,4
0,15,30,1.5009907103000764,-28.604415202659982,45.38323464458023,10.343875087439969,68.33318213099989,19.391373474132035,95.6923860768328,4
-5,15,40,0.8894057027400093,-27.162705232690065,45.38323464458023,8.755878113990034,64.37117579777993,18.447397805280026,90.98185160690741,4
-5,20,35,0.8894057027400093,-27.162705232690065,45.38323464458023,8.755878113990034,64.37117579777993,18.447397805280026,90.98185160690741,4
-5,15,30,0.8894057027400093,-27.162705232690065,45.38323464458023,8.755878113990034,64.37117579777993,18.447397805280026,90.98185160690741,4
-5,15,35,0.8894057027400093,-27.162705232690065,45.38323464458023,8.755878113990034,64.37117579777993,18.447397805280026,90.98185160690741,4
-5,20,30,0.8894057027400093,-27.162705232690065,45.38323464458023,8.755878113990034,64.37117579777993,18.447397805280026,90.98185160690741,4
-5,20,40,0.8894057027400093,-27.162705232690065,45.38323464458023,8.755878113990034,64.37117579777993,18.447397805280026,90.98185160690741,4
0,5,30,1.3379711608500822,-26.506228841800095,32.23006055464279,10.343875087439969,68.33318213099989,17.147772018426526,82.92408850910795,4
0,5,35,1.3379711608500822,-26.506228841800095,32.23006055464279,10.343875087439969,68.33318213099989,17.147772018426526,82.92408850910795,4
0,5,40,1.3379711608500822,-26.506228841800095,32.23006055464279,10.343875087439969,68.33318213099989,17.147772018426526,82.92408850910795,4
-15,10,40,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,15,30,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,5,30,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,5,35,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,15,40,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,20,30,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,5,40,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,20,35,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,20,40,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,15,35,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,10,30,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
-15,10,35,0.0,-19.579544457300024,0.0,15.081064452120208,92.74177132559991,17.64865826408402,78.38003508904839,2
0,10,40,1.5009907103000764,-28.604415202659982,32.23006055464279,10.343875087439969,68.33318213099989,16.760738656144547,77.98762095424868,4
0,10,35,1.5009907103000764,-28.604415202659982,32.23006055464279,10.343875087439969,68.33318213099989,16.760738656144547,77.98762095424868,4
0,10,30,1.5009907103000764,-28.604415202659982,32.23006055464279,10.343875087439969,68.33318213099989,16.760738656144547,77.98762095424868,4
-20,5,35,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
-20,15,40,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
-20,0,30,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
-20,0,35,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
-20,20,40,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
-20,5,40,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
-20,20,30,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
-20,0,40,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
-20,20,35,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
-20,15,35,0.0,0.0,0.0,0.0,77.44812790887023,15.489625581774046,77.44812790887025,1
