symbol,cycle_return,cycle_sharpe,cycle_drawdown,fg_return,fg_sharpe,fg_drawdown,return_diff
NVDA,713.1815660630103,1.2551272259889483,-60.4380498503128,831.0189194600007,1.3175819221845604,-60.33668981974974,117.83735339699035
TSLA,275.30485621241,0.8304533005651673,-59.406640869321194,217.45956480000012,0.7665455581131903,-59.51683235692136,-57.84529141240989
AAPL,97.45405060920002,0.7090816307384509,-29.90115113965751,92.38941390000004,0.7053061894696643,-29.79229592616301,-5.064636709199988
META,120.77210579384004,0.6449999116789564,-65.7489741461367,60.09615402000005,0.4655027706053281,-64.70828396222454,-60.67595177383999
GOOGL,91.27110289356004,0.6810576775350331,-35.033707661709826,138.758312,0.8455220405614736,-37.19420851121137,47.48720910643995
MSFT,56.64786144110001,0.5529253129722627,-31.12689942498107,81.8965589,0.6896655307630734,-31.94094329788113,25.24869745889999
AMZN,38.060551736320015,0.3742598817480869,-46.378097640964,38.93693688,0.3873622355045346,-46.458659390733075,0.8763851436799825
