buy_threshold,and_sell_threshold,or_sell_threshold,total_return,sharpe_ratio,max_drawdown,total_trades,win_rate
-20,10,30,39.56587837299998,0.43978035650800196,-30.320846387525087,2,7.256778309409888
-20,10,35,39.56587837299998,0.43978035650800196,-30.320846387525087,2,7.256778309409888
-20,10,40,39.56587837299998,0.43978035650800196,-30.320846387525087,2,7.256778309409888
-20,10,45,39.56587837299998,0.43978035650800196,-30.320846387525087,2,7.256778309409888
-20,10,50,39.56587837299998,0.43978035650800196,-30.320846387525087,2,7.256778309409888
-20,15,30,177.53764542512,0.9386497843732166,-24.673223115379667,2,15.709728867623603
-20,15,35,177.53764542512,0.9386497843732166,-24.673223115379667,2,15.709728867623603
-20,15,40,177.53764542512,0.9386497843732166,-24.673223115379667,2,15.709728867623603
-20,15,45,177.53764542512,0.9386497843732166,-24.673223115379667,2,15.709728867623603
-20,15,50,177.53764542512,0.9386497843732166,-24.673223115379667,2,15.709728867623603
-20,20,30,341.2093104131993,1.001489265733921,-46.65634687258094,2,28.78787878787879
-20,20,35,385.47916139215914,1.0520351531295593,-46.65634687258094,2,28.947368421052634
-20,20,40,401.855902826279,1.0698500613606166,-46.65634687258094,2,29.02711323763955
-20,20,45,211.45767779879918,0.7538679428984635,-50.510531822818514,1,31.33971291866029
-20,20,50,211.45767779879918,0.7538679428984635,-50.510531822818514,1,31.33971291866029
-20,25,30,341.2093104131993,1.001489265733921,-46.65634687258094,2,28.78787878787879
-20,25,35,385.47916139215914,1.0520351531295593,-46.65634687258094,2,28.947368421052634
-20,25,40,401.855902826279,1.0698500613606166,-46.65634687258094,2,29.02711323763955
-20,25,45,211.45767779879918,0.7538679428984635,-50.510531822818514,1,31.33971291866029
-20,25,50,211.45767779879918,0.7538679428984635,-50.510531822818514,1,31.33971291866029
-15,10,30,-9.578825315230088,0.053630104019410325,-53.43714705541729,2,13.31738437001595
-15,10,35,-9.578825315230088,0.053630104019410325,-53.43714705541729,2,13.31738437001595
-15,10,40,-9.578825315230088,0.053630104019410325,-53.43714705541729,2,13.31738437001595
-15,10,45,-9.578825315230088,0.053630104019410325,-53.43714705541729,2,13.31738437001595
-15,10,50,-9.578825315230088,0.053630104019410325,-53.43714705541729,2,13.31738437001595
-15,15,30,72.92461168207028,0.5135547573697817,-53.43714705541729,2,21.770334928229666
-15,15,35,72.92461168207028,0.5135547573697817,-53.43714705541729,2,21.770334928229666
-15,15,40,72.92461168207028,0.5135547573697817,-53.43714705541729,2,21.770334928229666
-15,15,45,72.92461168207028,0.5135547573697817,-53.43714705541729,2,21.770334928229666
-15,15,50,72.92461168207028,0.5135547573697817,-53.43714705541729,2,21.770334928229666
-15,20,30,163.34889312552022,0.7005907691548994,-53.43714705541729,2,34.84848484848485
-15,20,35,187.89651124546057,0.74666986833671,-53.43714705541729,2,35.00797448165869
-15,20,40,197.01509500714045,0.7628655562731184,-53.43714705541729,2,35.08771929824561
-15,20,45,54.56940562268014,0.4174110120678207,-53.43714705541729,1,37.32057416267943
-15,20,50,54.56940562268014,0.4174110120678207,-53.43714705541729,1,37.32057416267943
-15,25,30,163.34889312552022,0.7005907691548994,-53.43714705541729,2,34.84848484848485
-15,25,35,187.89651124546057,0.74666986833671,-53.43714705541729,2,35.00797448165869
-15,25,40,197.01509500714045,0.7628655562731184,-53.43714705541729,2,35.08771929824561
-15,25,45,54.56940562268014,0.4174110120678207,-53.43714705541729,1,37.32057416267943
-15,25,50,54.56940562268014,0.4174110120678207,-53.43714705541729,1,37.32057416267943
-10,10,30,-11.227737153269812,0.10230560882740099,-61.013764085264114,3,24.641148325358852
-10,10,35,-11.227737153269812,0.10230560882740099,-61.013764085264114,3,24.641148325358852
-10,10,40,-11.227737153269812,0.10230560882740099,-61.013764085264114,3,24.641148325358852
-10,10,45,-11.227737153269812,0.10230560882740099,-61.013764085264114,3,24.641148325358852
-10,10,50,-11.227737153269812,0.10230560882740099,-61.013764085264114,3,24.641148325358852
-10,15,30,205.13732272790074,0.755322564977098,-60.6517589346271,3,36.36363636363637
-10,15,35,234.13268832671096,0.7995823302635724,-60.6517589346271,3,36.52312599681021
-10,15,40,245.14611742813034,0.8153582091943922,-60.6517589346271,3,36.60287081339713
-10,15,45,186.14530818760096,0.7160859825046849,-60.6517589346271,3,37.32057416267943
-10,15,50,186.14530818760096,0.7160859825046849,-60.6517589346271,3,37.32057416267943
