symbol,total_return,max_drawdown,sharpe_ratio,total_trades,win_rate,final_value
NVDA,713.1815660630103,-60.4380498503128,1.2551272259889483,5,100.0,813181.5660630103
TSLA,275.30485621241,-59.406640869321194,0.8304533005651673,4,75.0,375304.85621241
AAPL,97.45405060920002,-29.90115113965751,0.7090816307384509,1,100.0,197454.05060920003
META,120.77210579384005,-65.7489741461367,0.6449999116789564,2,100.0,220772.10579384008
GOOGL,91.27110289356004,-35.033707661709826,0.6810576775350331,1,100.0,191271.10289356005
MSFT,56.64786144110001,-31.12689942498107,0.5529253129722627,1,100.0,156647.86144110002
AMZN,38.060551736320015,-46.378097640964,0.3742598817480869,1,100.0,138060.55173632002
